Filename From Zip,Source URL,Post Date/Time,Username,Followers,Engagement Rate,Like Count,Comment Count,Location,Post Type,Caption,Hashtags,Mentions,Image/Video URL
lizziekorn-CHoJvYDjawT.jpg,https://www.instagram.com/p/CHoJvYDjawT,11/15/2020,lizziekorn,4,2,5,3,,image,"#envpsy #envpsyw4 The bed in my room does not effectively take into account the HER process of anthropometrics and biomechanics, which considers the various measurements of people. In this case, the average person’s height was not properly considered as I, and many others, are unable to climb on without stepping on a chair.","envpsy, envpsyw4",,https://instagram.fhex4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/125411046_1683370648535681_8850355701265763291_n.jpg?_nc_ht=instagram.fhex4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=QtGO6cUJ_kgAX9p1rQk&tp=1&oh=7eadf42fc801191720a05b9d4a82e93f&oe=5FFD692E
cornellkitchentriangle-CH0bKaJsapI.jpg,https://www.instagram.com/p/CH0bKaJsapI,11/20/2020,cornellkitchentriangle,2,1.5,1,2,Physical Sciences Building,image,"PSB is a perfect example of the HER process of light. People almost universally prefer natural lighting, so PSB’s many windows make it a pleasant environment to work in #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fmnl3-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126059382_2760858400856030_7080978347588135637_n.jpg?_nc_ht=instagram.fmnl3-3.fna.fbcdn.net&_nc_cat=102&_nc_ohc=VduRnx_l_usAX-WzfnG&tp=1&oh=395eceb5b60e3c30f0672b3673b5ee81&oe=5FFAF263
1500bmm97-CIPWTO7jH2a.jpg,https://www.instagram.com/p/CIPWTO7jH2a,12/1/2020,1500bmm97,1,0,0,0,,image,"#envpsy #envpsyw4 The large window display on the doors show the HER process of lighting, allowing the room to be full of light during the day by creating a wall of glass to the outside","envpsy, envpsyw4",,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/128185595_669760507051673_6600411753819172199_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=mKtdChLlGWcAX8r-R0K&tp=1&oh=c64f3c8903621c67085e878e4ece2693&oe=5FFC0A3F
hayl.eysroom-CIJOkNKnhrH.jpg,https://www.instagram.com/p/CIJOkNKnhrH,11/28/2020,hayl.eysroom,19,0.2105,3,1,"Poughquag, New York",image,"Everyone in my family is pretty short, my dad is only 5’6” and I am 5’1”, so we have our cabinets set up to be lower than what is standard to make our kitchen more useable. This is an example of person x environment interaction, which is defined by the APA as “the relationship between a person's psychological and physical capacities and the demands placed on those capacities by the person's social and physical environment.” The environmental design in my kitchen is tailored to my family so that less of a demand is placed on our physical capacity as short people. This is also a pretty clear example of biometrics. #envpsyw4",envpsyw4,,https://scontent-hbe1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/127813541_379401256704933_2692679063760050782_n.jpg?_nc_ht=scontent-hbe1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=RAgzwk7-OJ0AX9a0Eoo&tp=1&oh=d577ca99ed52705bb017f06b74ecb1ea&oe=5FFE42F0
jgcruger238-CH8yESYBQeJ.jpg,https://www.instagram.com/p/CH8yESYBQeJ,11/23/2020,jgcruger238,2,0,0,0,,image,This is the entrance to my building. This reflects the HER process Defensible space. This space is not well protected from intuition due to its lack of intermediary space #envpsy #envpsyw4,"envpsy, envpsyw4",,https://z-p42-instagram.fplu12-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126902309_798756424016738_248498984494666576_n.jpg?_nc_ad=z-m&_nc_ht=z-p42-instagram.fplu12-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=kpUfm0K0Fh8AX-ta5ZB&tp=1&oh=be0060f4189cd0a4408d534a61d82325&oe=5FFC9A11
kr397_dea-CH7XlJ5J2I3.jpg,https://www.instagram.com/p/CH7XlJ5J2I3,11/23/2020,kr397_dea,24,0.125,2,1,,image,"#envpsy #envpsyw4 Cognitive ergonomics. This is an example of a well-designed Power-Strip that not only gives feedback about the status of the strip, but also provides an illustration of what the feedback means.","envpsy, envpsyw4",,https://scontent-gru2-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/126854305_3391159277668819_1005645767122192846_n.jpg?_nc_ht=scontent-gru2-1.cdninstagram.com&_nc_cat=107&_nc_ohc=i2aASrycFV8AX_k56kP&tp=1&oh=087de247410da1be0edc176ab6022901&oe=5FFDD7F4
mag_dalena232-CH6aUeYn6WF.jpg,https://www.instagram.com/p/CH6aUeYn6WF,11/23/2020,mag_dalena232,7,0.2857,1,1,"Ithaca, New York",image,"#envpsy #envpsyw4 
Whenever I type on a laptop, my wrist is always extended up, never in a flat or relaxed position, as the keyword is elevated. This related to the HER Process: Anthropometrics and Biomechanics.","envpsy, envpsyw4",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/127044527_135784504993244_4387350910483559963_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=91ZuCam_C7UAX8f2t2b&tp=1&oh=12de89c6e51ff2b0c608a99333df7c60&oe=5FFC7399
nicole_dea1500-CH5sBIJhB9B.jpg,https://www.instagram.com/p/CH5sBIJhB9B,11/22/2020,nicole_dea1500,4,1.5,3,3,"Ithaca, New York",image,"HOMEYNESS - my apartment feels very homey because the walls of my living room and even my refrigerator have aesthetic and mnemonic elements. each wall has paintings, art pieces, posters, and photos that help make the space more home-like #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fctg2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126908297_405767643807453_7723235304904449849_n.jpg?_nc_ht=instagram.fctg2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=bxGPUxhKyt4AX-L7B_L&tp=1&oh=48c4852533f35d260768645bcaa9de41&oe=5FFDE397
nicole_dea1500-CH5sBIJhB9B.jpg,https://www.instagram.com/p/CH5sBIJhB9B,11/22/2020,nicole_dea1500,4,1.5,3,3,"Ithaca, New York",image,"HOMEYNESS - my apartment feels very homey because the walls of my living room and even my refrigerator have aesthetic and mnemonic elements. each wall has paintings, art pieces, posters, and photos that help make the space more home-like #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fctg2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126928515_389300235855716_1423227618004655775_n.jpg?_nc_ht=instagram.fctg2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=k17EQQ0OVsQAX-S_8HD&tp=1&oh=7a32499c35b4d0206f991e68f9088754&oe=5FFB0775
nicole_dea1500-CH5sBIJhB9B.jpg,https://www.instagram.com/p/CH5sBIJhB9B,11/22/2020,nicole_dea1500,4,1.5,3,3,"Ithaca, New York",image,"HOMEYNESS - my apartment feels very homey because the walls of my living room and even my refrigerator have aesthetic and mnemonic elements. each wall has paintings, art pieces, posters, and photos that help make the space more home-like #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fctg2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126846647_1148301162252786_4777441601933007467_n.jpg?_nc_ht=instagram.fctg2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=9rE-txUfXjwAX-4uu7Z&tp=1&oh=556cda036a2ef1dee673e5efa35933d6&oe=5FFB271C
nicole_dea1500-CH5sBIJhB9B.jpg,https://www.instagram.com/p/CH5sBIJhB9B,11/22/2020,nicole_dea1500,4,1.5,3,3,"Ithaca, New York",image,"HOMEYNESS - my apartment feels very homey because the walls of my living room and even my refrigerator have aesthetic and mnemonic elements. each wall has paintings, art pieces, posters, and photos that help make the space more home-like #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fctg2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126353375_386460042569023_4377743587112362861_n.jpg?_nc_ht=instagram.fctg2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=dvLCwhPA9GUAX812Dft&tp=1&oh=1ac15bd015b4f3f09c6cdf7aaa5c1724&oe=5FFCC491
natures_aed-CH34tggnvZF.jpg,https://www.instagram.com/p/CH34tggnvZF,11/22/2020,natures_aed,2,0,0,0,,image,"The counter height relates to the anthropometrics and biomechanics HER processes. The counter is the perfect height for a tall person to stand and use, as his wrists can comfortably rest in a neutral position. For a short person, this counter is uncomfortable as I must reach up, further bending my wrists upwards. The solution for the issue is to get stools to sit on to enable wrist comfort. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fscl16-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126092363_981191449044173_1281431754565351756_n.jpg?_nc_ht=instagram.fscl16-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=1qPfQCIDKg4AX8mkEHA&tp=1&oh=62d2ca0c1dad7eb25b72056535ce8ef7&oe=5FFAEE79
natures_aed-CH34tggnvZF.jpg,https://www.instagram.com/p/CH34tggnvZF,11/22/2020,natures_aed,2,0,0,0,,image,"The counter height relates to the anthropometrics and biomechanics HER processes. The counter is the perfect height for a tall person to stand and use, as his wrists can comfortably rest in a neutral position. For a short person, this counter is uncomfortable as I must reach up, further bending my wrists upwards. The solution for the issue is to get stools to sit on to enable wrist comfort. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fscl16-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126338978_167260605095898_2437780204803604900_n.jpg?_nc_ht=instagram.fscl16-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ipT3PTWNZAsAX_iG3rb&tp=1&oh=652e8f5bce6975e21c7edca2de467cc0&oe=5FFD9421
tatr_dea1500-CH1QlNdh0X4.jpg,https://www.instagram.com/p/CH1QlNdh0X4,11/21/2020,tatr_dea1500,3,2.6667,4,4,,image,#envpsy #envpsyw4 Casa Lapin Café in Bangkok. This cafe shows the HER process of light. It has huge windows allowing for a lot of natural light. You can see that people gravitate toward the windows as well.,"envpsy, envpsyw4",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/126527814_432964004361091_5343798804703899854_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=x-sY6xTuu2MAX_hu5v4&tp=1&oh=7f3e1e71e82547bf4a6eeefb99e0590b&oe=5FFCFD7B
tatr_dea1500-CH1QlNdh0X4.jpg,https://www.instagram.com/p/CH1QlNdh0X4,11/21/2020,tatr_dea1500,3,2.6667,4,4,,image,#envpsy #envpsyw4 Casa Lapin Café in Bangkok. This cafe shows the HER process of light. It has huge windows allowing for a lot of natural light. You can see that people gravitate toward the windows as well.,"envpsy, envpsyw4",,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/126507742_711077683171279_5082779517546903403_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=tPu0p46iW-AAX_J1VqN&tp=1&oh=ec513990e0b6f0a365dbd4beb2c25dd8&oe=5FFBC045
cornellkitchentriangle-CH0bKaJsapI.jpg,https://www.instagram.com/p/CH0bKaJsapI,11/20/2020,cornellkitchentriangle,2,1.5,1,2,Physical Sciences Building,image,"PSB is a perfect example of the HER process of light. People almost universally prefer natural lighting, so PSB’s many windows make it a pleasant environment to work in #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fbga3-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126059382_2760858400856030_7080978347588135637_n.jpg?_nc_ht=instagram.fbga3-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=VduRnx_l_usAX9burzx&tp=1&oh=0dc2055ae0d571745557ef22cdf12b3f&oe=5FFAF263
itsalex.hey_how_are_ya-CHx8JN9nkWF.jpg,https://www.instagram.com/p/CHx8JN9nkWF,11/19/2020,itsalex.hey_how_are_ya,18,0.2222,3,1,,image,"Privacy: in this post, privacy is on display as you can see the bathrooms are intended for one individual to use at a time. This is drastically different from the bathrooms in dorms and provides and optimal level of privacy. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fcul1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126441808_651174448885770_1991873609362805036_n.jpg?_nc_ht=instagram.fcul1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=32SrpFJ4PwUAX-1XBvr&tp=1&oh=ddafe2eca606dbafc527b8c8691f5e02&oe=5FFD0E45
itsalex.hey_how_are_ya-CHx8JN9nkWF.jpg,https://www.instagram.com/p/CHx8JN9nkWF,11/19/2020,itsalex.hey_how_are_ya,18,0.2222,3,1,,image,"Privacy: in this post, privacy is on display as you can see the bathrooms are intended for one individual to use at a time. This is drastically different from the bathrooms in dorms and provides and optimal level of privacy. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fcul1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126108622_137764558134374_2247070905174490880_n.jpg?_nc_ht=instagram.fcul1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=7qXIHUzBi8EAX_cWaQw&tp=1&oh=cb4d5dd824f7392eda6e91c8e4dd0ddc&oe=5FFC64F1
itsalex.hey_how_are_ya-CHx8JN9nkWF.jpg,https://www.instagram.com/p/CHx8JN9nkWF,11/19/2020,itsalex.hey_how_are_ya,18,0.2222,3,1,,image,"Privacy: in this post, privacy is on display as you can see the bathrooms are intended for one individual to use at a time. This is drastically different from the bathrooms in dorms and provides and optimal level of privacy. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fcul1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/126332708_150939160055608_6124300556807313474_n.jpg?_nc_ht=instagram.fcul1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=fLPdaa3cRggAX8eekkv&tp=1&oh=faa736bf1259b5251afef589188004dd&oe=5FFE4607
mtrichas-CHx1_clB2dj.jpg,https://www.instagram.com/p/CHx1_clB2dj,11/19/2020,mtrichas,2,0,0,0,,image,"An example of territoriality. The trees are acting as a barrier to separate this house’s territory from the next one. 
#envpsyw4
#envpsy","envpsyw4, envpsy",,https://instagram.fsub8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/125475891_2676508099282663_6643379833230615575_n.jpg?_nc_ht=instagram.fsub8-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=blUR6BNV5AQAX8noVg1&tp=1&oh=03990efb7c8ce4b563789b4ccf565edc&oe=5FFAC990
lhuang19-CHv41ILBv7L.jpg,https://www.instagram.com/p/CHv41ILBv7L,11/18/2020,lhuang19,1,1,0,1,,image,"#envpsy #envpsyw4 An example of the HER process light in Duffield. There is a lot of natural light from the large windows, and there is also fluorescent light coming from the lights on the ceiling.","envpsy, envpsyw4",,https://instagram.fbdj5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/125778231_3634944776535842_5789862084147676096_n.jpg?_nc_ht=instagram.fbdj5-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=WODEJXESDFgAX-KklYw&tp=1&oh=ead5da6fceb2b31a9eb39a0038a58291&oe=5FFCA2F0
juliecotton_envpsy-CHvskp0ACjH.jpg,https://www.instagram.com/p/CHvskp0ACjH,11/18/2020,juliecotton_envpsy,10,0.5,3,2,,image,"This environment is representative of the HER process of light. As I drove home for Thanksgiving, I traveled through a variety of different lighting environments. This natural light was very dim and obscured by clouds and mist and rain, and my mood was much gloomier as a result. When I drove through sunnier areas, I was much happier. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fsin8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/125775795_461503224814842_8946211694378833072_n.jpg?_nc_ht=instagram.fsin8-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=nsKSJtaapZgAX8NinsA&tp=1&oh=a0da0776d4002a8139b1b9a11bbaf49c&oe=5FFA63CB
dea.1500-CHuHvqGDa5R.jpg,https://www.instagram.com/p/CHuHvqGDa5R,11/18/2020,dea.1500,2,1,1,1,,image,"This photo represents the HER process of lighting. I use this salt lamp at night before bed, as it’s warm subtle glow helps me relax and wind down. This photo represents the power that light has on our moods, and it shows how different tones and intensities of light have different effects on our mood.  #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.ftpe7-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/125564927_2644602799137045_2320719976702549787_n.jpg?_nc_ht=instagram.ftpe7-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Avo0wQsIT1YAX9q77cs&tp=1&oh=45648d6b196ef1df31bbbc4b271f4220&oe=5FFCC3AD
meilicornell-CHtY9CPH_TZ.jpg,https://www.instagram.com/p/CHtY9CPH_TZ,11/17/2020,meilicornell,3,1,0,3,,image,"Color is an important HER process that has shown to affect how people behave in certain environments. In general, people prefer cool colors (like blue, as in my dorm hallway) because it is usually associated with positive experiences. The particular blue in my dorm hallway is especially pleasant in my opinion because it resembles the sky’s color, making the hallway a bit less institutional and more welcoming.
#envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.ftbs2-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/125885810_371518877439009_3341702212065467192_n.jpg?_nc_ht=instagram.ftbs2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=9wCXfl1giWgAX853M4e&tp=1&oh=d342cf92389b5c2a186f8ea646b61421&oe=5FFAEC1B
allisonparky-CHs-vV7gcse.jpg,https://www.instagram.com/p/CHs-vV7gcse,11/17/2020,allisonparky,114,0.0439,5,0,,image,"Here is another example of environmental cognition but in the external sense. Lynch introduced the idea of legibility as a criteria of good design which includes making landmarks distinctive. This huge sign, for people living around the Overland Park, KS area, is associated with Downtown Kansas City. It’s a sign most people have seen at least once while driving on the highway or within the city limits. It is definitely a great distinctive landmark. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fuio1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/125525880_115045547084539_1776704318210235534_n.jpg?_nc_ht=instagram.fuio1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=a56UelYNnioAX8nh6Em&tp=1&oh=b6a21c38c8662aec1557d2514a20ec23&oe=5FFBF60B
dereklaocornell-CHs88b_B1ZX.jpg,https://www.instagram.com/p/CHs88b_B1ZX,11/17/2020,dereklaocornell,6,0.5,3,0,,image,"HER Process of light. White/blue overhead light is harsher and less pleasant than a warmer color of light coming from somewhere not overhead. Additionally, I heard this room was designed to have the lights on the walls mimic the sun, to try to mimic natural light. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fvit1-1.fna.fbcdn.net/v/t51.2885-15/e35/125495125_376824020238758_938017929957068276_n.jpg?_nc_ht=instagram.fvit1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=5eAQVrYlRlsAX_0uLOY&tp=1&oh=bdb139e1fe03ab059f7c1bcded9aade1&oe=5FFB2BBA
dereklaocornell-CHs88b_B1ZX.jpg,https://www.instagram.com/p/CHs88b_B1ZX,11/17/2020,dereklaocornell,6,0.5,3,0,,image,"HER Process of light. White/blue overhead light is harsher and less pleasant than a warmer color of light coming from somewhere not overhead. Additionally, I heard this room was designed to have the lights on the walls mimic the sun, to try to mimic natural light. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fvit1-1.fna.fbcdn.net/v/t51.2885-15/e35/125374489_380597123376208_5512383927133143294_n.jpg?_nc_ht=instagram.fvit1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=n6soPJtxP8MAX_FPKhw&tp=1&oh=ea7d76e2f6db81c2f48a59630b2e7c48&oe=5FFDD684
deaproject2020-CHs8EDtD-AJ.jpg,https://www.instagram.com/p/CHs8EDtD-AJ,11/17/2020,deaproject2020,2,0,0,0,,image,"This is an example of the HER Process of Light. In my room, there is a combination of natural light coming in from the windows, and artificial fluorescent light coming from the ceiling light. My roommate and I definitely prefer the natural light to the fluorescent light. #envpsy #envpsyw4","envpsy, envpsyw4",,https://instagram.fudi4-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/126101501_689175412009757_2197373004837190737_n.jpg?_nc_ht=instagram.fudi4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Krjsd8a5pU8AX_BQFam&tp=1&oh=6c1f91f362575cd02b1ece30de5bdabf&oe=5FFCF775
